Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited
30,297,114,Aug 9,BOS,@,OAK,"L,0-6",GS-6,L(7-7),4,6.0,7,5,4,2,3,2,0,3.45,27,121,81,25,8,5,17,5,3,0,41,,,0,0,0,25,2,0,0,0,0,0,.56,-0.204,1.54,-0.33%,-1.78, 1b start tie, 6b 3 out d5
31,298,116,Aug 12,BOS,@,BAL,"W,12-10",3-7,W(8-7),2,5.0,1,0,0,1,6,0,1,3.32,17,64,42,11,11,5,4,1,1,0,,1,0,0,0,0,15,1,0,0,1,0,0,1.19,0.371,2.22,0.41%,3.23, 3b -2- 0 out a2, 7b 3 out a3
32,299,120,Aug 17,BOS,,BAL,"L,5-11",GS-6,L(8-8),4,6.0,10,6,6,1,5,1,0,3.57,28,77,59,16,6,8,14,8,0,0,32,,,0,2,0,26,0,0,0,1,1,1,1.06,-0.330,1.89,-0.36%,-2.68, 1t start tie, 6t 3 out d2
33,300,125,Aug 22,BOS,@,ANA,"L,2-4",GS-7,L(8-9),4,6.0,7,3,2,3,4,0,0,3.55,27,99,64,13,9,9,11,6,1,0,49,,,2,1,0,23,1,0,0,0,0,1,1.19,-0.052,2.26,-0.06%,0.97, 1b start tie, 7b 1-3 0 out a1
34,301,128,Aug 25,BOS,@,TEX,"L,7-8",7-7,,2,0.0,2,3,3,1,0,0,0,3.73,3,11,7,3,1,1,1,1,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,2.08,-0.390,4.54,-0.51%,-2.35, 7b --- 0 out a2, 7b 1-3 0 out a1
35,302,129,Aug 26,BOS,@,TEX,"L,4-5",5-7,L(8-10),0,3.0,3,2,1,0,2,0,1,3.72,13,55,38,9,4,4,6,3,2,0,,0,0,1,0,0,12,0,0,0,0,0,0,1.43,-0.102,3.01,-0.13%,-0.29, 5b --- 0 out tie, 7b 3 out d1
36,303,133,Aug 31,BOS,,NYY,"L,1-3",9-GF,,4,0.1,0,0,0,0,0,0,0,3.71,1,1,1,0,0,0,1,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,.20,0.005,.33,0.01%,0.12, 9t --- 2 out d2, 9t end d 2
37,304,136,Sep 4,BOS,,CLE,"L,5-8",7-8,,3,1.2,1,0,0,0,2,0,0,3.67,6,33,21,2,5,2,2,1,1,0,,2,2,0,0,0,6,0,0,0,0,0,0,.83,-0.065,.16,-0.01%,0.02, 7t -23 1 out d1, 8t 3 out d3
38,305,139,Sep 7,BOS,@,NYY,"L,2-3",4-7,,2,4.0,4,0,0,1,2,0,1,3.57,16,56,34,14,6,5,7,3,1,0,,0,0,0,2,1,14,0,0,0,0,0,1,1.10,0.202,.08,0.01%,2.22, 4b --- 0 out d1, 7b 3 out d1
39,306,142,Sep 18,BOS,,TBD,"W,7-2",8-8,,10,1.0,0,0,0,0,0,0,0,3.55,3,11,7,4,0,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.18,0.014,.00,0.00%,0.55, 8t --- 0 out a5, 8t 3 out a5
40,307,145,Sep 21,BOS,,DET,"W,5-2",6-8,H(3),2,3.0,1,0,0,1,3,0,1,3.48,10,39,26,14,3,4,1,1,0,0,,0,0,0,0,0,8,0,0,0,2,0,0,1.01,0.152,.00,0.00%,1.66, 6t --- 0 out a3, 8t 3 out a3
41,308,148,Sep 24,BOS,,BAL,"L,1-5",6-7,L(8-11),2,2.0,5,3,3,2,1,0,0,3.61,12,39,25,4,7,2,7,5,0,0,,0,0,1,0,0,10,0,0,0,0,0,0,1.26,-0.270,.00,0.00%,-1.89, 6t --- 0 out tie, 7t 3 out d3
42,309,151,Sep 27,BOS,,BAL,"L,2-4",6-6,BL(8-12),2,1.0,3,4,4,1,1,0,1,3.81,8,31,15,5,1,2,3,2,0,0,,0,0,0,0,0,6,2,0,0,0,0,0,1.53,-0.496,.00,0.00%,-3.45, 6t --- 0 out a2, 6t 3 out d2
43,310,154,Sep 30,BOS,@,DET,"W,8-5",6-8,,2,2.2,3,2,2,0,5,0,1,3.86,13,43,36,8,6,4,3,2,0,0,,3,1,0,0,0,12,1,0,0,0,0,0,1.14,0.064,.00,0.00%,-0.40, 6b 123 1 out a6, 8b 3 out a3
44,311,157,Oct 3,BOS,@,TBD,"W,10-3",7-GF,S(3),2,3.0,2,1,1,0,4,1,0,3.84,11,37,27,14,6,0,7,1,0,0,,2,2,0,0,0,10,1,0,0,0,1,0,.40,0.009,.00,0.00%,-0.06, 7b 1-3 0 out a6, 9b end a 7
45,312,160,Oct 5(2),BOS,@,BAL,"W,7-5",8-10,BW(9-12),1,2.1,3,2,2,2,3,1,0,3.90,12,55,37,11,8,4,3,0,1,0,,0,0,1,0,0,10,0,0,0,0,0,0,2.49,-0.298,.00,0.00%,-1.37, 8b --- 0 out a2,10b 12- 1 out a2
1,313,5,Apr 9,BOS,,KCR,"W,8-4",GS-5,W(1-0),99,5.0,5,4,4,0,4,1,0,7.20,21,78,56,17,8,9,8,2,0,0,45,,,1,0,0,21,0,0,0,0,0,1,.82,-0.038,.90,-0.03%,-1.20, 1t start tie, 5t 3 out a1
2,314,10,Apr 14,BOS,,NYY,"L,2-6",GS-6,L(1-1),4,6.0,4,2,1,2,7,1,0,4.09,24,96,62,23,11,4,11,3,1,0,63,,,1,0,0,21,0,0,0,0,1,0,.85,0.078,1.12,0.06%,1.36, 1t start tie, 6t 3 out d2
3,315,15,Apr 21(1),BOS,@,KCR,"W,12-2",6-GF,S(1),6,4.0,0,0,0,0,2,0,0,3.00,12,40,27,9,5,6,4,1,2,0,,0,0,0,0,0,12,0,0,0,0,0,0,.38,0.121,.46,0.09%,2.39, 6b --- 0 out a2, 9b end a10
4,316,18,Apr 24,BOS,@,BAL,"L,3-5",5-7,,2,2.1,2,1,1,1,1,0,0,3.12,10,27,18,4,3,3,5,2,0,0,,2,0,0,0,0,9,0,0,0,0,0,0,.63,-0.006,.84,-0.01%,0.48, 5b 12- 2 out d2, 7b 3 out d3
5,317,22,Apr 29,BOS,,BAL,"L,3-5",7-GF,,4,3.0,2,1,1,1,2,1,0,3.10,11,38,25,7,5,4,4,1,0,0,,0,0,0,0,0,10,1,0,0,1,0,0,.47,0.000,.65,0.00%,0.68, 7t --- 0 out d2, 9t end d 2
6,318,28,May 6,BOS,@,TBD,"W,5-3",7-GF,S(2),6,3.0,1,0,0,1,1,0,0,2.70,11,38,23,6,5,5,4,1,0,0,,0,0,0,0,0,10,0,0,0,1,0,0,2.69,0.275,3.24,0.20%,1.58, 7b --- 0 out a2, 9b end a 2
7,319,31,May 9,BOS,@,OAK,"W,5-1",9-GF,,2,1.0,0,0,0,0,0,0,0,2.59,3,11,8,1,1,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.26,0.020,.27,0.01%,0.53, 9b --- 0 out a4, 9b end a 4
8,320,33,May 11,BOS,@,SEA,"L,1-3",2-7,,1,5.1,3,1,1,5,6,0,1,2.43,23,96,56,17,12,4,7,5,0,0,,3,0,2,1,0,17,0,0,0,0,0,0,.75,0.123,.78,0.08%,2.43, 2b 123 2 out d2, 7b 3 out d3
9,321,37,May 16,BOS,,OAK,"L,0-5",7-8,,4,2.0,3,2,1,0,3,0,1,2.56,11,39,28,6,4,3,4,3,0,0,,0,0,0,0,0,10,2,0,0,0,0,0,.29,-0.066,.28,-0.04%,-0.88, 7t --- 0 out d3, 8t 3 out d5
10,322,40,May 19,BOS,,SEA,"W,3-2",6-8,H(1),2,3.0,2,0,0,1,4,0,0,2.34,11,41,24,12,3,3,3,3,0,0,,0,0,2,0,0,10,0,0,0,1,0,0,1.96,0.311,2.21,0.21%,1.68, 6t --- 0 out a1, 8t 3 out a1
11,323,44,May 23,BOS,,NYY,"W,3-1",8-8,H(2),3,1.0,0,0,0,0,1,0,0,2.27,3,9,6,2,1,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.03,0.082,1.38,0.07%,0.56, 8t --- 0 out a2, 8t 3 out a2
12,324,45,May 24,BOS,,NYY,"W,9-8",8-8,BS(1),0,1.0,0,1,0,3,1,0,0,2.21,6,32,16,3,4,1,1,0,0,0,,0,0,0,0,0,2,0,0,1,0,1,0,2.97,-0.119,3.75,-0.09%,-0.44, 8t --- 0 out a1, 8t 3 out tie
13,325,47,May 26,BOS,,NYY,"L,5-14",5-7,,1,3.0,4,2,2,2,2,2,0,2.50,13,45,21,3,3,5,4,2,0,0,,1,1,0,0,0,11,0,0,0,2,0,0,.35,-0.072,.45,-0.06%,-0.92, 5t 1-- 0 out d4, 7t 3 out d4
14,326,49,May 28,BOS,@,TOR,"W,6-4",7-8,W(2-1),1,2.0,1,0,0,3,1,0,0,2.38,10,45,22,8,5,2,4,1,1,0,,0,0,0,0,0,7,1,0,1,0,0,0,2.05,0.207,2.17,0.13%,1.13, 7b --- 0 out tie, 8b 3 out tie
15,327,51,May 31,BOS,@,NYY,"W,5-2",7-8,H(3),2,2.0,0,0,0,1,2,0,0,2.27,7,36,20,4,6,1,3,1,0,0,,0,0,1,0,0,6,0,0,0,0,0,0,.81,0.129,.93,0.09%,1.09, 7b --- 0 out a1, 8b 3 out a5
16,328,54,Jun 3,BOS,@,DET,"L,6-7",7-GF(10),BL(2-2),2,3.1,4,3,3,1,2,1,0,2.68,15,55,38,8,6,4,8,2,0,0,,0,0,0,0,0,14,1,0,0,0,0,0,2.18,-0.458,1.82,-0.23%,-1.68, 7b --- 0 out a2,10b end d 1
17,329,57,Jun 6,BOS,@,DET,"W,4-3",8-8,,2,1.0,0,0,0,0,1,0,0,2.63,4,20,15,5,1,0,3,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,1,.72,0.028,.56,0.01%,0.50, 8b --- 0 out a4, 8b 3 out a4
18,330,59,Jun 8,BOS,,ARI,"L,2-3",7-8,,1,2.0,0,0,0,1,2,0,1,2.52,7,29,16,6,2,1,2,0,0,0,,0,0,0,1,0,5,0,0,0,0,0,0,.50,0.074,.39,0.04%,1.12, 7t --- 0 out d2, 8t 3 out d2
19,331,61,Jun 10,BOS,,COL,"W,7-3",7-GF,S(3),1,3.0,2,1,1,1,0,0,0,2.55,12,51,34,10,4,6,5,2,1,0,,0,0,0,0,0,11,0,0,0,0,0,0,.31,0.044,.30,0.03%,0.68, 7t --- 0 out a5, 9t end a 4
20,332,65,Jun 15,BOS,@,ATL,"L,2-4",7-GF(8),,4,2.0,3,1,1,1,2,0,0,2.62,9,41,28,7,4,4,2,0,1,0,,0,0,0,1,0,8,0,0,0,0,0,0,.72,-0.014,.77,-0.01%,0.01, 7b --- 0 out d1, 8b end d 2
21,333,67,Jun 18,BOS,@,SDP,"W,4-2",8-8,H(4),2,1.0,1,0,0,0,0,0,0,2.57,4,11,8,2,0,1,3,1,0,0,,0,0,0,0,0,4,0,1,0,0,0,0,1.73,0.079,1.69,0.05%,0.45, 8b --- 0 out a2, 8b 3 out a2
22,334,71,Jun 22,BOS,@,LAD,"L,4-5",8-GF(8),,3,1.0,0,0,0,0,1,0,0,2.53,3,7,6,2,1,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.37,0.027,.39,0.02%,0.46, 8b --- 0 out d1, 8b end d 1
23,335,73,Jun 25,BOS,,CLE,"L,2-4",7-7,,2,1.0,1,0,0,0,1,0,0,2.48,4,20,13,5,2,0,3,2,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.82,0.040,1.07,0.03%,0.56, 7t --- 0 out d2, 7t 3 out d2
24,336,74,Jun 26,BOS,,CLE,"W,7-4",8-8,H(5),0,1.0,0,0,0,0,3,0,0,2.44,3,16,11,4,3,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.03,0.082,1.38,0.07%,0.56, 8t --- 0 out a2, 8t 3 out a2
25,337,75,Jun 28,BOS,,ATL,"L,2-4",9-GF,L(2-3),1,1.0,3,2,2,1,1,0,0,2.70,7,19,11,5,0,0,5,2,0,0,,0,0,0,0,0,6,2,0,0,0,0,0,2.11,-0.396,2.74,-0.31%,-1.44, 9t --- 0 out tie, 9t end d 2
26,338,79,Jul 2(1),BOS,,TOR,"W,2-1",GS-6,,3,6.0,3,0,0,0,4,0,0,2.45,20,86,55,14,11,10,6,4,1,0,70,,,0,0,0,20,0,0,0,1,0,0,.96,0.372,1.41,0.33%,3.36, 1t start tie, 6t 3 out tie
27,339,83,Jul 5,BOS,,DET,"L,5-9",6-8,,2,3.0,3,1,1,0,3,0,0,2.48,12,31,28,4,8,0,9,3,0,0,,3,3,0,0,0,11,1,0,0,0,1,0,.72,-0.081,1.00,-0.07%,-0.47, 6t 123 0 out d1, 8t 3 out d4
28,340,85,Jul 7,BOS,,DET,"L,8-9",3-6,,1,2.1,5,4,4,1,3,0,1,2.90,14,43,32,3,8,3,6,5,1,0,,0,0,1,0,0,12,2,0,0,0,0,0,1.36,-0.340,1.81,-0.27%,-2.16, 3t --- 2 out d2, 6t 1-- 0 out d1
29,341,87,Jul 12,BOS,@,TOR,"L,0-5",7-GF(8),,4,2.0,3,1,1,0,2,0,0,2.95,9,29,20,5,3,2,5,3,1,0,,0,0,1,0,0,9,1,0,0,0,0,0,.09,-0.011,.13,-0.01%,0.13, 7b --- 0 out d4, 8b end d 5
30,342,89,Jul 14,BOS,@,TOR,"L,5-6",7-8,,1,2.0,3,2,2,1,2,1,0,3.11,10,39,28,6,4,1,6,3,1,0,,0,0,0,0,0,9,2,0,0,0,0,0,.86,-0.196,1.35,-0.19%,-0.87, 7b --- 0 out tie, 8b 3 out d2
31,343,93,Jul 18,BOS,@,TBD,"W,4-3",5-7,W(3-3),3,3.0,0,0,0,0,5,0,1,2.99,10,39,29,9,7,3,1,0,1,0,,2,0,3,0,0,9,0,0,0,0,0,0,1.34,0.270,2.20,0.27%,2.59, 5b 12- 0 out d1, 7b 3 out tie
32,344,95,Jul 20,BOS,@,NYY,"L,8-9",5-7,,1,3.0,3,1,1,2,3,0,0,2.99,13,55,36,11,5,1,7,2,1,0,,0,0,2,0,0,11,1,0,0,1,0,0,.32,-0.007,.65,-0.01%,0.63, 5b --- 0 out d3, 7b 3 out d3
33,345,97,Jul 23(1),BOS,,TBD,"W,22-4",GS-5,W(4-3),2,5.0,5,4,4,1,4,1,1,3.23,21,69,47,16,10,4,11,3,1,0,44,,,0,1,0,18,1,0,0,0,1,0,.52,-0.206,.89,-0.21%,-1.20, 1t start tie, 5t 3 out a12
34,346,103,Jul 28,BOS,,BAL,"W,12-3",7-7,,4,1.0,2,3,3,1,2,1,0,3.50,6,25,17,5,3,0,3,1,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.02,-0.003,.04,0.00%,-2.44, 7t --- 0 out a10, 7t 3 out a7
35,347,106,Jul 31,BOS,@,ANA,"W,2-1",GS-5,W(5-3),2,5.0,3,0,0,1,5,0,1,3.31,20,87,57,17,10,4,9,4,1,0,65,,,0,0,0,18,1,0,0,0,0,0,1.14,0.290,2.77,0.42%,2.72, 1b start tie, 5b 3 out tie
36,348,111,Aug 6,BOS,,OAK,"L,1-9",GS-6,L(5-4),5,6.0,5,5,5,3,3,2,1,3.57,26,96,60,20,5,4,15,4,3,0,42,,,0,1,0,22,0,0,0,0,0,0,1.02,-0.221,2.37,-0.31%,-1.64, 1t start tie, 6t 3 out d4
37,349,116,Aug 11,BOS,,MIN,"W,3-1",GS-8,W(6-4),4,8.0,4,1,1,0,7,0,0,3.39,27,98,67,22,12,6,14,3,3,0,77,,,0,1,0,27,1,0,0,1,0,1,1.23,0.478,2.37,0.55%,3.48, 1t start tie, 8t 3 out a1
38,350,121,Aug 17,BOS,@,MIN,"W,5-2",GS-7,W(7-4),5,6.0,4,1,1,3,4,0,0,3.28,24,93,59,19,10,10,7,3,1,0,61,,,1,0,0,21,2,0,0,1,0,0,1.06,0.094,1.88,0.10%,1.41, 1b start a 1, 7b 123 0 out a3
39,351,127,Aug 24,BOS,,ANA,"L,0-2",GS-7,L(7-5),6,7.0,8,2,1,1,7,0,0,3.17,30,103,75,21,13,5,17,9,2,0,61,,,2,0,0,29,2,0,0,1,0,1,.99,0.121,2.50,0.18%,1.92, 1t start tie, 7t 3 out d2
40,352,134,Sep 1,BOS,@,CLE,"W,7-1",GS-7,W(8-5),7,7.0,3,1,1,2,6,1,0,3.06,27,113,77,24,17,11,8,1,0,0,71,,,0,0,0,25,0,0,0,1,0,2,.36,0.145,.28,0.07%,2.69, 1b start a 4, 7b 3 out a6
41,353,139,Sep 6,BOS,,TOR,"W,7-2",GS-7,W(9-5),4,7.0,5,1,1,1,8,0,0,2.97,26,91,65,16,21,8,9,2,3,0,70,,,0,0,0,25,1,0,0,1,0,1,.80,0.199,.14,0.02%,2.92, 1t start tie, 7t 3 out a5
42,354,145,Sep 12,BOS,@,TBD,"W,6-3",GS-8,W(10-5),5,8.0,7,3,1,3,6,1,0,2.87,32,113,76,14,19,10,13,3,2,0,63,,,1,1,0,28,1,0,0,2,0,0,1.16,-0.047,.17,0.00%,1.22, 1b start tie, 8b 3 out d1
43,355,151,Sep 17,BOS,,CLE,"W,4-2",GS-8,W(11-5),4,8.0,5,1,1,1,4,0,0,2.77,30,101,74,19,14,10,15,4,3,0,71,,,0,0,0,29,1,0,0,0,0,0,1.01,0.397,.00,0.00%,3.48, 1t start tie, 8t 3 out a2
44,356,156,Sep 23,BOS,@,BAL,"W,5-4",GS-8,,5,8.0,4,2,2,3,3,1,0,2.75,30,100,67,22,10,11,13,3,1,0,66,,,1,0,0,27,0,0,0,2,0,1,1.32,0.426,.00,0.00%,2.13, 1b start a 2, 8b 3 out a1
45,357,161,Sep 28,BOS,,TBD,"L,6-9",GS-7,,4,6.0,5,3,3,2,3,1,1,2.81,26,99,63,18,9,5,15,7,1,0,51,,,2,0,0,23,3,0,0,0,0,0,.97,0.118,.00,0.00%,0.97, 1t start tie, 7t 1-- 0 out a2
1,358,2,Apr 1,BOS,@,TBD,"W,9-8",GS-5,,99,5.0,5,5,5,3,6,1,0,9.00,25,92,59,23,11,7,9,1,3,0,40,,,1,0,0,22,1,0,0,0,0,1,1.06,-0.283,1.13,-0.18%,-2.41, 1b start tie, 5b 3 out a1
2,359,7,Apr 6,BOS,@,BAL,"W,12-2",GS-6,W(1-0),4,6.0,4,2,2,3,3,1,1,5.73,25,100,68,19,10,10,8,1,2,0,56,,,0,0,0,21,1,0,0,1,0,0,.76,0.147,.93,0.11%,1.24, 1b start a 1, 6b 3 out a8
3,360,12,Apr 13,BOS,,BAL,"W,2-0",8-GF,S(1),6,2.0,1,0,0,1,1,0,0,4.85,8,40,25,7,2,3,3,0,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,2.37,0.168,2.75,0.12%,1.15, 8t --- 0 out a2, 9t end a 2
4,361,16,Apr 18,BOS,,TOR,"W,7-3",GS-7,W(2-0),4,7.0,7,3,2,3,6,0,1,4.05,30,106,65,22,9,5,15,7,1,0,56,,,0,0,0,26,1,0,0,2,0,0,.91,0.048,1.17,0.04%,1.01, 1t start tie, 7t 3 out d1
5,362,21,Apr 23,BOS,@,TEX,"L,1-6",GS-6,L(2-1),4,5.1,7,4,4,3,5,1,1,4.62,24,90,53,17,8,6,9,3,2,0,40,,,0,2,0,20,1,0,0,0,0,0,1.04,-0.136,1.30,-0.10%,-1.06, 1b start tie, 6b 123 1 out d2
6,363,26,Apr 29,BOS,,KCR,"W,7-2",GS-6,W(3-1),5,6.0,7,2,2,1,6,2,1,4.31,26,106,69,20,12,7,11,2,2,0,55,,,0,1,0,23,3,0,0,0,0,0,.93,0.101,1.18,0.08%,1.44, 1t start tie, 6t 3 out d1
7,364,31,May 4,BOS,,MIN,"L,4-9",GS-6,,4,5.2,8,4,4,3,4,0,0,4.62,26,86,57,16,12,4,15,4,3,0,38,,,0,2,0,22,3,1,0,0,1,0,1.01,-0.167,1.32,-0.13%,-1.11, 1t start tie, 6t 1-3 2 out tie
8,365,33,May 6,BOS,@,KCR,"W,7-3",9-GF,,1,1.0,1,0,0,0,0,0,0,4.50,4,19,14,5,0,2,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.60,0.023,.77,0.02%,0.58, 9b --- 0 out a4, 9b end a 4
9,366,36,May 10,BOS,@,MIN,"W,6-5",GS-7,W(4-1),3,7.0,7,4,4,2,6,2,0,4.60,30,99,68,20,12,10,12,1,0,0,51,,,0,0,0,28,0,1,0,0,0,0,1.08,-0.126,1.50,-0.11%,-0.15, 1b start a 2, 7b 3 out tie
10,367,41,May 16,BOS,,ANA,"L,5-6",GS-6,,5,6.0,6,4,3,2,6,0,1,4.59,29,98,65,20,6,10,10,2,4,0,50,,,2,0,0,26,2,0,0,0,0,1,1.19,-0.020,1.61,-0.02%,-0.57, 1t start tie, 6t 3 out tie
11,368,46,May 21,BOS,,NYY,"L,2-4",GS-7,L(4-2),4,7.0,4,3,3,2,6,1,0,4.50,27,106,66,30,8,5,14,3,5,0,61,,,2,0,0,25,0,0,0,0,0,0,1.12,0.063,1.84,0.06%,1.01, 1t start tie, 7t 3 out d1
12,369,50,May 26,BOS,@,NYY,"W,8-4",GS-5,W(5-2),4,5.0,4,3,3,6,4,0,0,4.57,25,102,58,20,9,8,7,3,0,0,45,,,1,0,0,19,1,0,0,1,0,1,1.23,0.069,2.04,0.07%,-0.33, 1b start tie, 5b 3 out a2
13,370,55,Jun 1,BOS,@,TOR,"L,8-11",GS-4,,5,4.0,10,6,6,3,8,0,0,5.10,24,99,62,20,11,4,9,4,0,0,23,,,0,0,0,21,3,0,0,0,0,0,.98,-0.286,1.61,-0.28%,-3.73, 1b start a 2, 4b 3 out tie
14,371,59,Jun 6,BOS,@,MIL,"L,3-9",GS-2,,4,2.0,3,3,3,0,4,2,0,5.35,9,28,20,7,6,2,3,1,0,0,42,,,0,0,0,9,0,0,0,0,0,0,.72,-0.197,.99,-0.16%,-1.98, 1b start tie, 2b 3 out d3
15,372,64,Jun 12,BOS,,STL,"L,7-8",GS-6,,5,6.0,6,2,1,2,4,0,1,5.04,27,93,65,18,13,8,12,6,3,0,56,,,2,0,0,24,1,0,0,0,0,0,.96,0.084,1.32,0.07%,1.44, 1t start tie, 6t 3 out d2
16,373,70,Jun 18,BOS,@,CHW,"L,1-3",GS-7,L(5-3),5,7.0,3,2,2,5,8,0,0,4.83,28,106,62,19,11,2,13,3,2,0,66,,,1,0,0,23,2,0,0,0,0,0,1.27,0.099,1.85,0.09%,1.89, 1b start tie, 7b 3 out d1
17,374,74,Jun 23,BOS,,DET,"W,3-1",GS-6,W(6-3),4,6.0,4,0,0,2,5,0,0,4.50,25,90,64,18,13,8,10,3,2,0,67,,,1,0,0,23,0,1,0,0,0,0,1.19,0.380,1.66,0.32%,3.44, 1t start tie, 6t 3 out a1
18,375,79,Jun 28,BOS,,FLA,"L,9-10",GS-8,,4,7.1,9,6,6,2,2,1,0,4.72,32,93,66,21,10,16,12,4,4,0,36,,,3,1,0,30,0,0,0,1,0,1,.91,0.104,1.33,0.09%,-1.73, 1t start tie, 8t --- 1 out a3
19,376,83,Jul 3,BOS,@,TBD,"L,5-6",GS-7,,4,6.2,4,3,0,3,6,0,0,4.41,27,101,65,18,14,7,11,1,2,0,63,,,1,1,0,24,1,1,0,0,0,0,1.02,0.047,1.51,0.04%,0.39, 1b start tie, 7b 1-- 2 out a2
20,377,88,Jul 8,BOS,@,TOR,"W,2-1",GS-7,,4,7.0,6,1,1,0,7,0,0,4.21,26,98,67,25,13,7,12,6,1,0,68,,,0,0,0,26,0,0,0,0,0,0,1.10,0.325,2.18,0.39%,2.97, 1b start tie, 7b 3 out tie
21,378,93,Jul 13,BOS,@,DET,"L,0-3",GS-8,L(6-4),4,7.1,4,3,2,2,5,1,0,4.10,27,104,72,19,12,11,9,2,3,0,63,,,2,1,0,24,0,0,0,1,0,0,.72,0.062,1.00,0.05%,1.14, 1b start tie, 8b 12- 1 out d2
22,379,95,Jul 18,BOS,,TOR,"L,1-4",GS-7,L(6-5),4,7.0,7,4,4,3,7,1,0,4.16,31,120,73,24,11,10,11,2,2,0,51,,,1,0,0,28,1,0,0,1,0,1,.77,-0.090,1.41,-0.10%,0.01, 1t start tie, 7t 3 out d3
23,380,100,Jul 23,BOS,,TBD,"W,10-4",GS-7,W(7-5),4,7.0,6,4,4,1,5,2,0,4.21,27,89,69,12,17,8,13,0,3,0,53,,,1,0,0,25,1,0,0,1,1,0,1.10,-0.143,1.53,-0.12%,0.01, 1t start tie, 7t 3 out d1
24,381,105,Jul 29,BOS,@,TEX,"W,14-7",GS-6,W(8-5),5,6.0,6,4,2,2,8,1,0,4.16,27,102,61,21,12,7,10,3,2,0,54,,,0,0,0,25,1,0,0,1,0,0,.96,-0.089,1.35,-0.08%,-0.37, 1b start tie, 6b 3 out d2
25,382,110,Aug 3,BOS,@,BAL,"W,7-5",GS-6,W(9-5),4,5.2,4,3,3,1,5,1,1,4.18,23,87,61,22,9,6,10,3,1,0,53,,,0,0,0,20,1,0,0,0,1,0,.83,0.070,1.46,0.07%,-0.01, 1b start tie, 6b 1-- 2 out a2
26,383,116,Aug 9,BOS,,BAL,"W,6-4",GS-8,,5,7.2,5,3,3,1,5,1,1,4.15,30,92,62,21,11,12,11,1,1,0,61,,,0,0,0,28,1,1,0,0,0,0,.99,0.121,1.68,0.12%,1.11, 1t start tie, 8t 12- 2 out tie
27,384,121,Aug 14,BOS,@,OAK,"W,4-2",GS-6,,4,6.0,5,2,2,4,8,0,0,4.10,27,111,68,22,16,8,7,4,0,0,58,,,1,0,0,23,2,0,0,0,0,0,1.10,0.066,3.24,0.12%,1.24, 1b start tie, 6b 3 out d1
28,385,126,Aug 20,BOS,,OAK,"L,6-8",GS-7,,5,6.0,7,4,4,1,4,2,0,4.18,26,102,66,28,7,11,10,0,3,0,45,,,0,0,0,25,1,0,0,1,0,0,.87,-0.017,3.10,-0.04%,-0.97, 1t start tie, 7t 1-- 0 out a2
29,386,132,Aug 26,BOS,,TOR,"L,9-12",GS-4,,5,3.1,9,7,5,2,1,1,0,4.36,20,68,44,12,6,5,12,6,2,0,17,,,1,0,0,18,4,0,0,0,0,1,.89,-0.382,1.89,-0.48%,-5.45, 1t start tie, 4t -2- 1 out d6
30,387,136,Aug 31,BOS,,NYY,"L,4-8",GS-7,L(9-6),4,6.0,8,6,5,2,5,0,1,4.47,28,100,66,16,10,7,13,7,1,0,37,,,0,0,0,25,1,0,0,1,0,1,.90,-0.238,2.41,-0.39%,-1.97, 1t start tie, 7t 1-- 0 out d3
31,388,141,Sep 6,BOS,@,NYY,"W,11-0",GS-7,W(10-6),5,7.0,4,0,0,3,2,0,0,4.30,26,100,60,22,5,8,13,3,3,0,68,,,0,0,0,23,1,0,0,2,0,0,.43,0.210,1.16,0.35%,3.74, 1b start tie, 7b 3 out a7
32,389,147,Sep 13,BOS,,CHW,"L,1-3",GS-7,L(10-7),6,7.0,6,3,3,2,8,1,1,4.28,29,112,73,21,19,9,9,3,2,0,59,,,2,0,0,25,0,0,0,1,1,0,.99,0.030,2.28,0.04%,1.01, 1t start tie, 7t 3 out d2
33,390,152,Sep 18,BOS,,TBD,"W,4-3",GS-9,W(11-7),4,8.1,7,3,1,1,4,0,1,4.14,35,119,86,15,15,15,14,4,4,0,64,,,0,0,0,33,1,0,0,1,0,2,1.38,0.252,4.06,0.45%,2.17, 1t start tie, 9t 12- 1 out a2
